Player, PR, Luck, Score, Player, PR, Luck, Score
mirob,0,0,0,hmualem,0,0,0
Hummus,0,0,0,Efi,0,0,0
ys,0,0,0,UziMutsafy,0,0,0
Tezka11,0,0,0,Avshalom,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,Aviv,0,0,0
MarcelDana,0,0,0,YossiEliezer23,0,0,0
OvedBenZeev,0,0,0,gidio,0,0,0
Emergi,0,0,0,nadavd,0,0,0
Bye,0,0,7,YKwin,0,0,0
Rahamimeli,0,0,0,GuyEliyahu,0,0,0
GS18671,0,0,0,Moriarty,0,0,0
fridlich,0,0,0,Nissimb,0,0,0
mirob,0,0,0,bardak65,0,0,0
Hummus,0,0,0,sasha_er,0,0,0
ys,0,0,0,hmualem,0,0,0
Tezka11,0,0,0,Efi,0,0,0
Avshalom,0,0,0,UziMutsafy,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,MarcelDana,0,0,0
OvedBenZeev,0,0,0,Aviv,0,0,0
Emergi,0,0,0,YossiEliezer23,0,0,0
Bye,0,0,7,gidio,0,0,0
Rahamimeli,0,0,0,nadavd,0,0,0
GS18671,0,0,0,YKwin,0,0,0
fridlich,5.1,-1.77,4,GuyEliyahu,1.98,1.7,7
mirob,0,0,0,Moriarty,0,0,0
Hummus,0,0,0,Nissimb,0,0,0
ys,0,0,0,bardak65,0,0,0
Tezka11,0,0,0,sasha_er,0,0,0
Avshalom,0,0,0,hmualem,0,0,0
UziMutsafy,10.63,-0.63,7,Efi,14.31,2.43,5
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,OvedBenZeev,0,0,0
Emergi,0,0,0,MarcelDana,0,0,0
Bye,0,0,7,Aviv,0,0,0
Rahamimeli,0,0,0,YossiEliezer23,0,0,0
GS18671,0,0,0,gidio,0,0,0
fridlich,0,0,0,nadavd,0,0,0
mirob,0,0,0,YKwin,0,0,0
Hummus,0,0,0,GuyEliyahu,0,0,0
ys,0,0,0,Moriarty,0,0,0
Tezka11,0,0,0,Nissimb,0,0,0
Avshalom,0,0,0,bardak65,0,0,0
UziMutsafy,0,0,0,sasha_er,0,0,0
Efi,0,0,0,hmualem,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,Emergi,0,0,0
Bye,0,0,7,OvedBenZeev,0,0,0
Rahamimeli,0,0,0,MarcelDana,0,0,0
GS18671,0,0,0,Aviv,0,0,0
fridlich,5.79,-2.96,3,YossiEliezer23,11.86,1.55,7
mirob,0,0,0,gidio,0,0,0
Hummus,0,0,0,nadavd,0,0,0
ys,0,0,0,YKwin,0,0,0
Tezka11,0,0,0,GuyEliyahu,0,0,0
Avshalom,0,0,0,Moriarty,0,0,0
UziMutsafy,0,0,0,Nissimb,0,0,0
Efi,0,0,0,bardak65,0,0,0
hmualem,0,0,0,sasha_er,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,7,Bye,0,0,0
Rahamimeli,0,0,0,Emergi,0,0,0
GS18671,0,0,0,OvedBenZeev,0,0,0
fridlich,0,0,0,MarcelDana,0,0,0
mirob,0,0,0,Aviv,0,0,0
Hummus,0,0,0,YossiEliezer23,0,0,0
ys,0,0,0,gidio,0,0,0
Tezka11,0,0,0,nadavd,0,0,0
Avshalom,0,0,0,YKwin,0,0,0
UziMutsafy,0,0,0,GuyEliyahu,0,0,0
Efi,0,0,0,Moriarty,0,0,0
hmualem,0,0,0,Nissimb,0,0,0
sasha_er,0,0,0,bardak65,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,Rahamimeli,0,0,0
GS18671,0,0,7,Bye,0,0,0
fridlich,0,0,0,Emergi,0,0,0
mirob,0,0,0,OvedBenZeev,0,0,0
Hummus,7.44,-4.63,5,MarcelDana,12.82,-1.79,7
ys,0,0,0,Aviv,0,0,0
Tezka11,0,0,0,YossiEliezer23,0,0,0
Avshalom,0,0,0,gidio,0,0,0
UziMutsafy,0,0,0,nadavd,0,0,0
Efi,0,0,0,YKwin,0,0,0
hmualem,0,0,0,GuyEliyahu,0,0,0
sasha_er,0,0,0,Moriarty,0,0,0
bardak65,0,0,0,Nissimb,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,GS18671,0,0,0
fridlich,0,0,0,Rahamimeli,0,0,0
mirob,0,0,7,Bye,0,0,0
Hummus,0,0,0,Emergi,0,0,0
ys,0,0,0,OvedBenZeev,0,0,0
Tezka11,0,0,0,MarcelDana,0,0,0
Avshalom,0,0,0,Aviv,0,0,0
UziMutsafy,6.6,3.65,7,YossiEliezer23,7,1.05,2
Efi,0,0,0,gidio,0,0,0
hmualem,0,0,0,nadavd,0,0,0
sasha_er,0,0,0,YKwin,0,0,0
bardak65,0,0,0,GuyEliyahu,0,0,0
Nissimb,0,0,0,Moriarty,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,fridlich,0,0,0
mirob,0,0,0,GS18671,0,0,0
Hummus,0,0,0,Rahamimeli,0,0,0
ys,0,0,7,Bye,0,0,0
Tezka11,0,0,0,Emergi,0,0,0
Avshalom,0,0,0,OvedBenZeev,0,0,0
UziMutsafy,0,0,0,MarcelDana,0,0,0
Efi,0,0,0,Aviv,0,0,0
hmualem,0,0,0,YossiEliezer23,0,0,0
sasha_er,0,0,0,gidio,0,0,0
bardak65,0,0,0,nadavd,0,0,0
Nissimb,0,0,0,YKwin,0,0,0
Moriarty,0,0,0,GuyEliyahu,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,mirob,0,0,0
Hummus,0,0,0,fridlich,0,0,0
ys,0,0,0,GS18671,0,0,0
Tezka11,0,0,0,Rahamimeli,0,0,0
Avshalom,0,0,7,Bye,0,0,0
UziMutsafy,0,0,0,Emergi,0,0,0
Efi,0,0,0,OvedBenZeev,0,0,0
hmualem,0,0,0,MarcelDana,0,0,0
sasha_er,0,0,0,Aviv,0,0,0
bardak65,0,0,0,YossiEliezer23,0,0,0
Nissimb,0,0,0,gidio,0,0,0
Moriarty,0,0,0,nadavd,0,0,0
GuyEliyahu,0,0,0,YKwin,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,Hummus,0,0,0
ys,0,0,0,mirob,0,0,0
Tezka11,0,0,0,fridlich,0,0,0
Avshalom,0,0,0,GS18671,0,0,0
UziMutsafy,0,0,0,Rahamimeli,0,0,0
Efi,0,0,7,Bye,0,0,0
hmualem,0,0,0,Emergi,0,0,0
sasha_er,0,0,0,OvedBenZeev,0,0,0
bardak65,0,0,0,MarcelDana,0,0,0
Nissimb,0,0,0,Aviv,0,0,0
Moriarty,0,0,0,YossiEliezer23,0,0,0
GuyEliyahu,0,0,0,gidio,0,0,0
YKwin,0,0,0,nadavd,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,ys,0,0,0
Tezka11,0,0,0,Hummus,0,0,0
Avshalom,0,0,0,mirob,0,0,0
UziMutsafy,0,0,0,fridlich,0,0,0
Efi,0,0,0,GS18671,0,0,0
hmualem,0,0,0,Rahamimeli,0,0,0
sasha_er,0,0,7,Bye,0,0,0
bardak65,0,0,0,Emergi,0,0,0
Nissimb,0,0,0,OvedBenZeev,0,0,0
Moriarty,0,0,0,MarcelDana,0,0,0
GuyEliyahu,0,0,0,Aviv,0,0,0
YKwin,0,0,0,YossiEliezer23,0,0,0
nadavd,0,0,0,gidio,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,Tezka11,0,0,0
Avshalom,0,0,0,ys,0,0,0
UziMutsafy,10.21,4.04,7,Hummus,11.07,-1.79,0
Efi,0,0,0,mirob,0,0,0
hmualem,0,0,0,fridlich,0,0,0
sasha_er,0,0,0,GS18671,0,0,0
bardak65,0,0,0,Rahamimeli,0,0,0
Nissimb,0,0,7,Bye,0,0,0
Moriarty,0,0,0,Emergi,0,0,0
GuyEliyahu,0,0,0,OvedBenZeev,0,0,0
YKwin,0,0,0,MarcelDana,0,0,0
nadavd,0,0,0,Aviv,0,0,0
gidio,0,0,0,YossiEliezer23,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,Avshalom,0,0,0
UziMutsafy,0,0,0,Tezka11,0,0,0
Efi,0,0,0,ys,0,0,0
hmualem,0,0,0,Hummus,0,0,0
sasha_er,0,0,0,mirob,0,0,0
bardak65,0,0,0,fridlich,0,0,0
Nissimb,0,0,0,GS18671,0,0,0
Moriarty,0,0,0,Rahamimeli,0,0,0
GuyEliyahu,0,0,7,Bye,0,0,0
YKwin,0,0,0,Emergi,0,0,0
nadavd,0,0,0,OvedBenZeev,0,0,0
gidio,0,0,0,MarcelDana,0,0,0
YossiEliezer23,0,0,0,Aviv,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,UziMutsafy,0,0,0
Efi,0,0,0,Avshalom,0,0,0
hmualem,0,0,0,Tezka11,0,0,0
sasha_er,0,0,0,ys,0,0,0
bardak65,0,0,0,Hummus,0,0,0
Nissimb,0,0,0,mirob,0,0,0
Moriarty,0,0,0,fridlich,0,0,0
GuyEliyahu,6.27,-0.68,7,GS18671,15.82,-3.73,1
YKwin,0,0,0,Rahamimeli,0,0,0
nadavd,0,0,7,Bye,0,0,0
gidio,0,0,0,Emergi,0,0,0
YossiEliezer23,0,0,0,OvedBenZeev,0,0,0
Aviv,0,0,0,MarcelDana,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,Efi,0,0,0
hmualem,0,0,0,UziMutsafy,0,0,0
sasha_er,0,0,0,Avshalom,0,0,0
bardak65,0,0,0,Tezka11,0,0,0
Nissimb,0,0,0,ys,0,0,0
Moriarty,0,0,0,Hummus,0,0,0
GuyEliyahu,4.16,1.67,7,mirob,12.88,-1.66,2
YKwin,0,0,0,fridlich,0,0,0
nadavd,0,0,0,GS18671,0,0,0
gidio,0,0,0,Rahamimeli,0,0,0
YossiEliezer23,0,0,7,Bye,0,0,0
Aviv,0,0,0,Emergi,0,0,0
MarcelDana,0,0,0,OvedBenZeev,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,hmualem,0,0,0
sasha_er,0,0,0,Efi,0,0,0
bardak65,0,0,0,UziMutsafy,0,0,0
Nissimb,0,0,0,Avshalom,0,0,0
Moriarty,0,0,0,Tezka11,0,0,0
GuyEliyahu,0,0,0,ys,0,0,0
YKwin,0,0,0,Hummus,0,0,0
nadavd,0,0,0,mirob,0,0,0
gidio,0,0,0,fridlich,0,0,0
YossiEliezer23,0,0,0,GS18671,0,0,0
Aviv,0,0,0,Rahamimeli,0,0,0
MarcelDana,0,0,7,Bye,0,0,0
OvedBenZeev,0,0,0,Emergi,0,0,0
