Player, PR, Luck, Score, Player, PR, Luck, Score
OvedBenZeev,0,0,0,UziMutsafy,0,0,0
Yannay,0,0,0,Nissimb,0,0,0
Phoenix33,0,0,0,Idan1986,0,0,0
TLV100,0,0,0,Moriarty,0,0,0
Bye,0,0,7,bardak65,0,0,0
yosseflive,0,0,0,Tezka11,0,0,0
eliyaushmueli,0,0,0,gidio,0,0,0
Aviv,0,0,0,nadavd,0,0,0
GS18671,0,0,0,MarcelDana,0,0,0
ynonhagag,0,0,0,YKwin,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,YossiEliezer23,0,0,0
ys,0,0,0,Hummus,0,0,0
OvedBenZeev,0,0,0,Avshalom,0,0,0
Yannay,0,0,0,GuyEliyahu,0,0,0
Phoenix33,9.7,-1.76,7,UziMutsafy,15.32,-1.43,5
TLV100,0,0,0,Nissimb,0,0,0
Bye,0,0,7,Idan1986,0,0,0
yosseflive,0,0,0,Moriarty,0,0,0
eliyaushmueli,0,0,0,bardak65,0,0,0
Aviv,0,0,0,Tezka11,0,0,0
GS18671,0,0,0,gidio,0,0,0
ynonhagag,0,0,0,nadavd,0,0,0
YKwin,0,0,0,MarcelDana,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,ys,0,0,0
OvedBenZeev,0,0,0,YossiEliezer23,0,0,0
Yannay,0,0,0,Hummus,0,0,0
Phoenix33,0,0,0,Avshalom,0,0,0
TLV100,0,0,0,GuyEliyahu,0,0,0
Bye,0,0,7,UziMutsafy,0,0,0
yosseflive,0,0,0,Nissimb,0,0,0
eliyaushmueli,0,0,0,Idan1986,0,0,0
Aviv,0,0,0,Moriarty,0,0,0
GS18671,0,0,0,bardak65,0,0,0
ynonhagag,0,0,0,Tezka11,0,0,0
YKwin,3.89,4.17,7,gidio,11.27,0.51,1
MarcelDana,0,0,0,nadavd,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,OvedBenZeev,0,0,0
Yannay,0,0,0,ys,0,0,0
Phoenix33,8,-2.62,7,YossiEliezer23,16.96,-2.85,5
TLV100,0,0,0,Hummus,0,0,0
Bye,0,0,7,Avshalom,0,0,0
yosseflive,0,0,0,GuyEliyahu,0,0,0
eliyaushmueli,16.66,1.57,4,UziMutsafy,3.73,1.03,7
Aviv,0,0,0,Nissimb,0,0,0
GS18671,0,0,0,Idan1986,0,0,0
ynonhagag,0,0,0,Moriarty,0,0,0
YKwin,0,0,0,bardak65,0,0,0
MarcelDana,0,0,0,Tezka11,0,0,0
nadavd,0,0,0,gidio,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,Yannay,0,0,0
Phoenix33,0,0,0,OvedBenZeev,0,0,0
TLV100,0,0,0,ys,0,0,0
Bye,0,0,7,YossiEliezer23,0,0,0
yosseflive,0,0,0,Hummus,0,0,0
eliyaushmueli,0,0,0,Avshalom,0,0,0
Aviv,0,0,0,GuyEliyahu,0,0,0
GS18671,0,0,0,UziMutsafy,0,0,0
ynonhagag,0,0,0,Nissimb,0,0,0
YKwin,0,0,0,Idan1986,0,0,0
MarcelDana,0,0,0,Moriarty,0,0,0
nadavd,0,0,0,bardak65,0,0,0
gidio,35.25,-0.53,0,Tezka11,27.16,1.47,7
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,Phoenix33,0,0,0
TLV100,0,0,0,Yannay,0,0,0
Bye,0,0,7,OvedBenZeev,0,0,0
yosseflive,0,0,0,ys,0,0,0
eliyaushmueli,7.62,-1.23,6,YossiEliezer23,5.91,-0.3,7
Aviv,0,0,0,Hummus,0,0,0
GS18671,0,0,0,Avshalom,0,0,0
ynonhagag,0,0,0,GuyEliyahu,0,0,0
YKwin,0,0,0,UziMutsafy,0,0,0
MarcelDana,0,0,0,Nissimb,0,0,0
nadavd,0,0,0,Idan1986,0,0,0
gidio,0,0,0,Moriarty,0,0,0
Tezka11,19.11,-2.32,0,bardak65,6.41,2,7
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,TLV100,0,0,0
Bye,0,0,7,Phoenix33,0,0,0
yosseflive,0,0,0,Yannay,0,0,0
eliyaushmueli,0,0,0,OvedBenZeev,0,0,0
Aviv,0,0,0,ys,0,0,0
GS18671,0,0,0,YossiEliezer23,0,0,0
ynonhagag,0,0,0,Hummus,0,0,0
YKwin,0,0,0,Avshalom,0,0,0
MarcelDana,0,0,0,GuyEliyahu,0,0,0
nadavd,0,0,0,UziMutsafy,0,0,0
gidio,0,0,0,Nissimb,0,0,0
Tezka11,0,0,0,Idan1986,0,0,0
bardak65,0,0,0,Moriarty,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,7,Bye,0,0,0
yosseflive,0,0,0,TLV100,0,0,0
eliyaushmueli,10.31,-0.15,6,Phoenix33,5.64,0.57,7
Aviv,0,0,0,Yannay,0,0,0
GS18671,0,0,0,OvedBenZeev,0,0,0
ynonhagag,0,0,0,ys,0,0,0
YKwin,0,0,0,YossiEliezer23,0,0,0
MarcelDana,0,0,0,Hummus,0,0,0
nadavd,0,0,0,Avshalom,0,0,0
gidio,0,0,0,GuyEliyahu,0,0,0
Tezka11,16.35,-2.46,0,UziMutsafy,9.34,2.23,7
bardak65,7.36,0.39,5,Nissimb,5.13,2.19,7
Moriarty,0,0,0,Idan1986,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,yosseflive,0,0,0
eliyaushmueli,0,0,7,Bye,0,0,0
Aviv,0,0,0,TLV100,0,0,0
GS18671,0,0,0,Phoenix33,0,0,0
ynonhagag,0,0,0,Yannay,0,0,0
YKwin,0,0,0,OvedBenZeev,0,0,0
MarcelDana,0,0,0,ys,0,0,0
nadavd,0,0,0,YossiEliezer23,0,0,0
gidio,0,0,0,Hummus,0,0,0
Tezka11,11.58,0.17,2,Avshalom,9.45,3.38,7
bardak65,0,0,0,GuyEliyahu,0,0,0
Moriarty,0,0,0,UziMutsafy,0,0,0
Idan1986,0,0,0,Nissimb,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,eliyaushmueli,0,0,0
Aviv,0,0,0,yosseflive,0,0,0
GS18671,0,0,7,Bye,0,0,0
ynonhagag,0,0,0,TLV100,0,0,0
YKwin,6.07,1.24,5,Phoenix33,7.86,2.53,7
MarcelDana,0,0,0,Yannay,0,0,0
nadavd,0,0,0,OvedBenZeev,0,0,0
gidio,0,0,0,ys,0,0,0
Tezka11,0,0,0,YossiEliezer23,0,0,0
bardak65,0,0,0,Hummus,0,0,0
Moriarty,0,0,0,Avshalom,0,0,0
Idan1986,0,0,0,GuyEliyahu,0,0,0
Nissimb,5.92,-0.87,4,UziMutsafy,8.47,1.42,7
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,Aviv,0,0,0
GS18671,0,0,0,eliyaushmueli,0,0,0
ynonhagag,0,0,0,yosseflive,0,0,0
YKwin,0,0,7,Bye,0,0,0
MarcelDana,0,0,0,TLV100,0,0,0
nadavd,0,0,0,Phoenix33,0,0,0
gidio,0,0,0,Yannay,0,0,0
Tezka11,0,0,0,OvedBenZeev,0,0,0
bardak65,0,0,0,ys,0,0,0
Moriarty,0,0,0,YossiEliezer23,0,0,0
Idan1986,0,0,0,Hummus,0,0,0
Nissimb,0,0,0,Avshalom,0,0,0
UziMutsafy,7.06,-3.13,2,GuyEliyahu,3.01,-0.87,7
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,GS18671,0,0,0
ynonhagag,0,0,0,Aviv,0,0,0
YKwin,0,0,0,eliyaushmueli,0,0,0
MarcelDana,0,0,0,yosseflive,0,0,0
nadavd,0,0,7,Bye,0,0,0
gidio,0,0,0,TLV100,0,0,0
Tezka11,9.71,-0.66,5,Phoenix33,5.1,0.89,7
bardak65,0,0,0,Yannay,0,0,0
Moriarty,0,0,0,OvedBenZeev,0,0,0
Idan1986,0,0,0,ys,0,0,0
Nissimb,6.6,5.63,5,YossiEliezer23,7.89,6.78,7
UziMutsafy,0,0,0,Hummus,0,0,0
GuyEliyahu,0,0,0,Avshalom,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,ynonhagag,0,0,0
YKwin,0,0,0,GS18671,0,0,0
MarcelDana,0,0,0,Aviv,0,0,0
nadavd,0,0,0,eliyaushmueli,0,0,0
gidio,0,0,0,yosseflive,0,0,0
Tezka11,0,0,7,Bye,0,0,0
bardak65,0,0,0,TLV100,0,0,0
Moriarty,0,0,0,Phoenix33,0,0,0
Idan1986,0,0,0,Yannay,0,0,0
Nissimb,0,0,0,OvedBenZeev,0,0,0
UziMutsafy,5.29,-0.24,4,ys,5.79,2.07,7
GuyEliyahu,0,0,0,YossiEliezer23,0,0,0
Avshalom,0,0,0,Hummus,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,YKwin,0,0,0
MarcelDana,0,0,0,ynonhagag,0,0,0
nadavd,0,0,0,GS18671,0,0,0
gidio,0,0,0,Aviv,0,0,0
Tezka11,11.82,0.53,7,eliyaushmueli,10.01,-0.94,4
bardak65,0,0,0,yosseflive,0,0,0
Moriarty,0,0,7,Bye,0,0,0
Idan1986,0,0,0,TLV100,0,0,0
Nissimb,5.09,-2.39,3,Phoenix33,3.94,-1.05,7
UziMutsafy,0,0,0,Yannay,0,0,0
GuyEliyahu,0,0,0,OvedBenZeev,0,0,0
Avshalom,6.72,-1.93,4,ys,3,-0.14,7
Hummus,0,0,0,YossiEliezer23,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,MarcelDana,0,0,0
nadavd,0,0,0,YKwin,0,0,0
gidio,0,0,0,ynonhagag,0,0,0
Tezka11,0,0,0,GS18671,0,0,0
bardak65,0,0,0,Aviv,0,0,0
Moriarty,0,0,0,eliyaushmueli,0,0,0
Idan1986,0,0,0,yosseflive,0,0,0
Nissimb,0,0,7,Bye,0,0,0
UziMutsafy,10.46,-0.44,5,TLV100,12.27,0.63,7
GuyEliyahu,5.91,-1.18,7,Phoenix33,8.11,-2.6,4
Avshalom,0,0,0,Yannay,0,0,0
Hummus,0,0,0,OvedBenZeev,0,0,0
YossiEliezer23,2.7,-1.06,0,ys,2.66,1.77,7
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,nadavd,0,0,0
gidio,0,0,0,MarcelDana,0,0,0
Tezka11,11.56,-1.28,3,YKwin,4.3,1.34,7
bardak65,0,0,0,ynonhagag,0,0,0
Moriarty,0,0,0,GS18671,0,0,0
Idan1986,0,0,0,Aviv,0,0,0
Nissimb,7.66,-1.62,5,eliyaushmueli,10.41,-1.65,7
UziMutsafy,0,0,0,yosseflive,0,0,0
GuyEliyahu,0,0,7,Bye,0,0,0
Avshalom,0,0,0,TLV100,0,0,0
Hummus,0,0,0,Phoenix33,0,0,0
YossiEliezer23,0,0,0,Yannay,0,0,0
ys,9.65,-1.88,6,OvedBenZeev,10.8,-0.83,7
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,gidio,0,0,0
Tezka11,0,0,0,nadavd,0,0,0
bardak65,0,0,0,MarcelDana,0,0,0
Moriarty,0,0,0,YKwin,0,0,0
Idan1986,0,0,0,ynonhagag,0,0,0
Nissimb,0,0,0,GS18671,0,0,0
UziMutsafy,0,0,0,Aviv,0,0,0
GuyEliyahu,4.11,1.95,7,eliyaushmueli,6.3,-1.65,1
Avshalom,0,0,0,yosseflive,0,0,0
Hummus,0,0,7,Bye,0,0,0
YossiEliezer23,0,0,0,TLV100,0,0,0
ys,1.83,-3.55,4,Phoenix33,5.75,1.17,7
OvedBenZeev,0,0,0,Yannay,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,Tezka11,0,0,0
bardak65,0,0,0,gidio,0,0,0
Moriarty,0,0,0,nadavd,0,0,0
Idan1986,0,0,0,MarcelDana,0,0,0
Nissimb,0,0,0,YKwin,0,0,0
UziMutsafy,0,0,0,ynonhagag,0,0,0
GuyEliyahu,0,0,0,GS18671,0,0,0
Avshalom,0,0,0,Aviv,0,0,0
Hummus,7.3,-0.85,4,eliyaushmueli,14.66,4.24,7
YossiEliezer23,0,0,0,yosseflive,0,0,0
ys,0,0,7,Bye,0,0,0
OvedBenZeev,0,0,0,TLV100,0,0,0
Yannay,0,0,0,Phoenix33,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
Danny_kondrea,0,0,0,bardak65,0,0,0
Moriarty,0,0,0,Tezka11,0,0,0
Idan1986,0,0,0,gidio,0,0,0
Nissimb,0,0,0,nadavd,0,0,0
UziMutsafy,0,0,0,MarcelDana,0,0,0
GuyEliyahu,0,0,0,YKwin,0,0,0
Avshalom,0,0,0,ynonhagag,0,0,0
Hummus,0,0,0,GS18671,0,0,0
YossiEliezer23,0,0,0,Aviv,0,0,0
ys,3.94,1.35,7,eliyaushmueli,7.2,-1.44,2
OvedBenZeev,0,0,0,yosseflive,0,0,0
Yannay,0,0,7,Bye,0,0,0
Phoenix33,0,0,0,TLV100,0,0,0
