Player, PR, Luck, Score, Player, PR, Luck, Score
boutsky,0,0,0,Danny_kondrea,0,0,0
ynonhagag,0,0,0,Idan1986,0,0,0
YKwin,2.54,4.74,7,hmualem,6.91,0.35,2
Hummus,0,0,0,Nissimb,0,0,0
Avshalom,9.14,4.22,7,Moriarty,6.49,-1.21,0
GuyEliyahu,0,0,0,Amiros,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,8.2,-3.62,0,Aviado,4.48,1.65,7
Tezka11,0,0,0,nadavd,0,0,0
YossiEliezer23,1.41,-0.88,0,UziMutsafy,7.1,3.52,7
OMRAD,10.13,-0.97,4,fridlich,9.17,0.63,7
dror,21.19,-0.39,5,Efi,15.52,0.62,7
Bye,0,0,7,Ran1976,0,0,0
boutsky,0,0,0,bardak65,0,0,0
ynonhagag,0,0,0,sasha_er,0,0,0
YKwin,7.3,-1.65,1,Danny_kondrea,4.5,3.17,7
Hummus,0,0,0,Idan1986,0,0,0
Avshalom,0,0,0,hmualem,0,0,0
GuyEliyahu,4.83,-1.7,3,Nissimb,6.05,0.96,7
Amiros,0,0,0,Moriarty,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,8.33,-2.57,2,Tezka11,5.99,0.71,7
YossiEliezer23,5.99,-1.24,6,Aviado,4.2,-0.14,7
OMRAD,0,0,0,nadavd,0,0,0
dror,14.38,0.2,2,UziMutsafy,11.68,4.53,7
Bye,0,0,7,fridlich,0,0,0
boutsky,0,0,0,Efi,0,0,0
ynonhagag,11.22,-2.24,7,Ran1976,17.89,-1.48,6
YKwin,4.48,2.93,7,bardak65,10.32,-0.24,1
Hummus,5.33,2.34,7,sasha_er,17.67,0.63,3
Avshalom,0,0,0,Danny_kondrea,0,0,0
GuyEliyahu,3.47,2.39,7,Idan1986,14.38,-1.56,2
Amiros,0,0,0,hmualem,0,0,0
Moriarty,0,0,0,Nissimb,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,6.4,-2.6,1,YossiEliezer23,5.95,2.12,7
OMRAD,0,0,0,Tezka11,0,0,0
dror,9.51,-0.7,2,Aviado,2.62,1.57,7
Bye,0,0,7,nadavd,0,0,0
boutsky,1.63,1.07,7,UziMutsafy,9.25,-2.01,2
ynonhagag,6.47,-3.95,3,fridlich,11.83,2.79,7
YKwin,5.93,2.9,7,Efi,9.88,-1.49,0
Hummus,0,0,0,Ran1976,0,0,0
Avshalom,15.46,-0.92,7,bardak65,10.74,-0.05,3
GuyEliyahu,0,0,0,sasha_er,0,0,0
Amiros,0,0,0,Danny_kondrea,0,0,0
Moriarty,13.16,-0.38,7,Idan1986,26.05,-0.88,2
Nissimb,0,0,0,hmualem,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,7.21,2.87,7,OMRAD,2.85,-2.23,1
dror,9.55,0.23,7,YossiEliezer23,5.77,-2.71,1
Bye,0,0,7,Tezka11,0,0,0
boutsky,7.06,-1.09,7,Aviado,13.14,-2.39,0
ynonhagag,0,0,0,nadavd,0,0,0
YKwin,3.31,1.63,7,UziMutsafy,20.5,-3.7,0
Hummus,5.61,0.88,2,fridlich,8.12,4.74,7
Avshalom,12.08,-3.37,1,Efi,23.13,0.67,7
GuyEliyahu,0,0,0,Ran1976,0,0,0
Amiros,0,0,0,bardak65,0,0,0
Moriarty,6.79,3.15,7,sasha_er,16.61,0.13,1
Nissimb,0,0,0,Danny_kondrea,0,0,0
hmualem,12.32,-0.26,7,Idan1986,15.38,0.63,6
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,24.32,0.59,7,dror,8.98,-1.75,0
Bye,0,0,7,OMRAD,0,0,0
boutsky,2.41,-3.51,2,YossiEliezer23,4.89,0.81,7
ynonhagag,0,0,0,Tezka11,0,0,0
YKwin,3.7,2.44,7,Aviado,3.41,0.86,6
Hummus,0,0,0,nadavd,0,0,0
Avshalom,7.92,0.75,7,UziMutsafy,8.41,-2.44,2
GuyEliyahu,3.83,1.12,7,fridlich,4.33,-0.42,4
Amiros,16.44,0.41,4,Efi,11.85,1.63,7
Moriarty,8.74,-1.46,3,Ran1976,22.74,5.27,7
Nissimb,0,0,0,bardak65,0,0,0
hmualem,8.28,-0.78,7,sasha_er,13.8,-0.85,3
Idan1986,0,0,0,Danny_kondrea,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,0,0,7,Bye,0,0,0
boutsky,1.26,-2.11,0,dror,10.87,-1.27,7
ynonhagag,11.68,-1.17,4,OMRAD,8.52,-0.65,7
YKwin,3.04,-1.37,2,YossiEliezer23,3.19,1.31,7
Hummus,0,0,0,Tezka11,0,0,0
Avshalom,7.34,-1.21,0,Aviado,3.05,2.64,7
GuyEliyahu,0,0,0,nadavd,0,0,0
Amiros,15.49,-0.34,2,UziMutsafy,16.26,3.52,7
Moriarty,11.42,1.31,6,fridlich,8.23,-1.85,7
Nissimb,3.5,1.47,7,Efi,15.38,-0.39,1
hmualem,16.95,-1.13,7,Ran1976,14.18,-5.33,5
Idan1986,0,0,0,bardak65,0,0,0
Danny_kondrea,0,0,0,sasha_er,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,0,0,0,boutsky,0,0,0
ynonhagag,0,0,7,Bye,0,0,0
YKwin,3.84,-2.19,5,dror,16.59,0.05,7
Hummus,0,0,0,OMRAD,0,0,0
Avshalom,0,0,0,YossiEliezer23,0,0,0
GuyEliyahu,0,0,0,Tezka11,0,0,0
Amiros,0,0,0,Aviado,0,0,0
Moriarty,0,0,0,nadavd,0,0,0
Nissimb,9.64,-3.78,3,UziMutsafy,6.66,-0.68,7
hmualem,14.94,1.74,5,fridlich,6.86,0.35,7
Idan1986,16.65,3.37,7,Efi,17.95,-2.23,1
Danny_kondrea,0,0,0,Ran1976,0,0,0
sasha_er,0,0,0,bardak65,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,24.23,-3.27,3,ynonhagag,9.88,-0.36,7
YKwin,0,0,0,boutsky,0,0,0
Hummus,0,0,7,Bye,0,0,0
Avshalom,10.17,0.44,7,dror,13.11,0.16,5
GuyEliyahu,2.72,0.31,7,OMRAD,4.41,-2.76,0
Amiros,9.48,0.13,6,YossiEliezer23,6.82,0.4,7
Moriarty,0,0,0,Tezka11,0,0,0
Nissimb,0,0,0,Aviado,0,0,0
hmualem,9.49,2.22,7,nadavd,4.55,-2.06,3
Idan1986,13.33,-2.83,2,UziMutsafy,7.8,1.94,7
Danny_kondrea,0,0,0,fridlich,0,0,0
sasha_er,22.41,3.96,7,Efi,17.54,0.05,0
bardak65,0,0,0,Ran1976,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,10.02,-0.79,4,YKwin,2.87,-0.99,7
Hummus,0,0,0,ynonhagag,0,0,0
Avshalom,12.41,1.29,7,boutsky,2.52,-1.4,1
GuyEliyahu,0,0,7,Bye,0,0,0
Amiros,16.02,1.63,7,dror,21.85,-0.62,2
Moriarty,0,0,0,OMRAD,0,0,0
Nissimb,1.18,1.01,7,YossiEliezer23,6.14,0.15,0
hmualem,0,0,0,Tezka11,0,0,0
Idan1986,6.88,-0.6,5,Aviado,4.17,-0.96,7
Danny_kondrea,0,0,0,nadavd,0,0,0
sasha_er,16.16,-1.04,4,UziMutsafy,5.78,-0.67,7
bardak65,9.56,-0.56,3,fridlich,6.38,2.54,7
Ran1976,6.53,-1.32,1,Efi,15.72,2.57,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,11.9,0.54,3,Hummus,7.55,2.63,7
Avshalom,7.69,0.91,2,YKwin,2.79,3.42,7
GuyEliyahu,0,0,0,ynonhagag,0,0,0
Amiros,0,0,0,boutsky,0,0,0
Moriarty,0,0,7,Bye,0,0,0
Nissimb,0,0,0,dror,0,0,0
hmualem,0,0,0,OMRAD,0,0,0
Idan1986,15.93,2.3,7,YossiEliezer23,2.94,-1.77,2
Danny_kondrea,0,0,0,Tezka11,0,0,0
sasha_er,15.93,-1.2,2,Aviado,4.19,1.47,7
bardak65,0,0,0,nadavd,0,0,0
Ran1976,11.32,-2.99,1,UziMutsafy,12.03,3.01,7
Efi,9.69,-1.28,3,fridlich,5.51,1.54,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,8.61,-0.98,7,Avshalom,16.69,-1.06,3
GuyEliyahu,0,0,0,Hummus,0,0,0
Amiros,14.51,-0.67,6,YKwin,4.64,0.4,7
Moriarty,0,0,0,ynonhagag,0,0,0
Nissimb,0,0,0,boutsky,0,0,0
hmualem,0,0,7,Bye,0,0,0
Idan1986,9.23,-0.96,6,dror,11.8,-0.38,7
Danny_kondrea,0,0,0,OMRAD,0,0,0
sasha_er,20.54,3.7,7,YossiEliezer23,9.69,-1.79,2
bardak65,0,0,0,Tezka11,0,0,0
Ran1976,9.89,-2.15,2,Aviado,4.21,3.03,7
Efi,0,0,0,nadavd,0,0,0
fridlich,5.86,-0.95,2,UziMutsafy,6.15,2.04,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,14.68,-0.21,1,GuyEliyahu,5.13,3.42,7
Amiros,5.87,-2.82,6,Avshalom,4.49,-2.4,7
Moriarty,0,0,0,Hummus,0,0,0
Nissimb,3.6,-1.86,5,YKwin,2.46,-0.26,7
hmualem,0,0,0,ynonhagag,0,0,0
Idan1986,0,0,0,boutsky,0,0,0
Danny_kondrea,0,0,7,Bye,0,0,0
sasha_er,19.67,-0.67,7,dror,23.16,-1.17,4
bardak65,12.95,-1.61,5,OMRAD,6.81,0.72,7
Ran1976,21.73,-2.3,0,YossiEliezer23,7.45,0.76,7
Efi,14.31,-2.73,3,Tezka11,6.5,0.64,7
fridlich,5.23,0.56,7,Aviado,3.7,-1.11,0
UziMutsafy,0,0,0,nadavd,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,10.72,-2.87,1,Amiros,15.48,1.49,7
Moriarty,5.61,-0.53,5,GuyEliyahu,3.87,1.12,7
Nissimb,5.81,-3.68,1,Avshalom,7.41,0.39,7
hmualem,0,0,0,Hummus,0,0,0
Idan1986,9.96,-0.68,2,YKwin,5.31,2.24,7
Danny_kondrea,0,0,0,ynonhagag,0,0,0
sasha_er,0,0,0,boutsky,0,0,0
bardak65,0,0,7,Bye,0,0,0
Ran1976,5.36,-1.15,0,dror,8.53,2.65,7
Efi,15.49,-0.2,7,OMRAD,8.5,-5.38,4
fridlich,3.81,2.27,5,YossiEliezer23,3.81,4.3,7
UziMutsafy,0,0,0,Tezka11,0,0,0
nadavd,0,0,0,Aviado,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,12.13,2.9,7,Moriarty,7.58,-3.51,0
Nissimb,7.11,-1.25,7,Amiros,10.47,-0.52,4
hmualem,5.26,0.05,7,GuyEliyahu,3.45,-0.31,6
Idan1986,0,0,0,Avshalom,0,0,0
Danny_kondrea,0,0,0,Hummus,0,0,0
sasha_er,8.35,2.12,7,YKwin,4.15,-1.68,4
bardak65,0,0,0,ynonhagag,0,0,0
Ran1976,0,0,0,boutsky,0,0,0
Efi,0,0,7,Bye,0,0,0
fridlich,5.71,3.49,7,dror,19.37,-1.1,0
UziMutsafy,10.2,2.51,6,OMRAD,3.98,0.9,7
nadavd,3.41,-0.57,3,YossiEliezer23,6.91,1.24,7
Aviado,0,0,0,Tezka11,0,0,0
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,13.15,-3.07,1,Nissimb,5.54,0.45,7
hmualem,0,0,0,Moriarty,0,0,0
Idan1986,0,0,0,Amiros,0,0,0
Danny_kondrea,0,0,0,GuyEliyahu,0,0,0
sasha_er,0,0,0,Avshalom,0,0,0
bardak65,11.59,-2.32,5,Hummus,6.45,-1.86,7
Ran1976,15.83,-1.73,0,YKwin,3.63,4.71,7
Efi,0,0,0,ynonhagag,0,0,0
fridlich,0,0,0,boutsky,0,0,0
UziMutsafy,0,0,7,Bye,0,0,0
nadavd,0,0,0,dror,0,0,0
Aviado,3.34,-2.09,7,OMRAD,8.75,-3.08,4
Tezka11,23.27,-1.19,0,YossiEliezer23,5.07,2.51,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,0,0,0,hmualem,0,0,0
Idan1986,0,0,0,Nissimb,0,0,0
Danny_kondrea,0,0,0,Moriarty,0,0,0
sasha_er,0,0,0,Amiros,0,0,0
bardak65,14.36,2.09,7,GuyEliyahu,5.67,1.03,4
Ran1976,5.6,0.99,5,Avshalom,9.04,4.62,7
Efi,26.95,-1.42,0,Hummus,8.1,-0.18,7
fridlich,3.1,2.71,7,YKwin,3.73,2.45,6
UziMutsafy,11.05,-2.3,4,ynonhagag,10.73,-0.78,7
nadavd,3.12,-2,0,boutsky,1.88,2.33,7
Aviado,0,0,7,Bye,0,0,0
Tezka11,11.16,-3.02,1,dror,11.6,0.36,7
YossiEliezer23,5.33,-0.27,6,OMRAD,5.06,-0.98,7
Player, PR, Luck, Score, Player, PR, Luck, Score
MarcelDana,29.66,0.66,4,Idan1986,14.52,-1.32,7
Danny_kondrea,0,0,0,hmualem,0,0,0
sasha_er,9.44,-0.72,6,Nissimb,4.68,-0.71,7
bardak65,0,0,0,Moriarty,0,0,0
Ran1976,12.72,2.55,7,Amiros,9.65,0.6,2
Efi,15.67,1.9,7,GuyEliyahu,3.53,-4,0
fridlich,4.38,1.63,7,Avshalom,10.46,0.44,6
UziMutsafy,16.7,-0.96,1,Hummus,7.24,2.66,7
nadavd,9.13,-0.9,4,YKwin,3.57,0.17,7
Aviado,0,0,0,ynonhagag,0,0,0
Tezka11,0,0,0,boutsky,0,0,0
YossiEliezer23,0,0,7,Bye,0,0,0
OMRAD,4.25,-0.55,0,dror,33.74,4.05,7
